Zaman(s);Hata_e(t);Kontrol_u(t);Araba_X;Araba_Z;Referans_X;Referans_Z
1,219999;0,3414544;0,2184172;36,18682;-3,828473;35,84665;-3,858089
1,239999;0,35069;0,2215228;36,18739;-3,728475;35,83802;-3,758892
1,259999;0,3598137;0,2255256;36,18764;-3,628475;35,82933;-3,661331
1,279999;0,3688851;0,2297993;36,18758;-3,528475;35,82024;-3,56216
1,299999;0,3776378;0,2325827;36,1872;-3,428476;35,81114;-3,462955
1,319999;0,3860657;0,2351723;36,18649;-3,328478;35,80204;-3,363731
1,339999;0,3941638;0,2375722;36,18546;-3,228484;35,79294;-3,264477
1,359999;0,401936;0,2398292;36,18409;-3,128493;35,78384;-3,165195
1,379999;0,409371;0,2418607;36,18239;-3,028507;35,77473;-3,065887
1,399999;0,4164689;0,243724;36,18036;-2,928528;35,76563;-2,966557
1,419999;0,4235035;0,2469243;36,17798;-2,828557;35,75643;-2,869221
1,439999;0,4303902;0,249629;36,17525;-2,728594;35,74685;-2,769917
1,459999;0,4369324;0,2511768;36,17218;-2,628641;35,73727;-2,670593
1,479999;0,4431218;0,2525079;36,16876;-2,528699;35,72769;-2,571247
1,499999;0,4489625;0,2536848;36,16499;-2,428771;35,7181;-2,471882
1,519999;0,4544464;0,254643;36,16086;-2,328856;35,70852;-2,372494
1,539999;0,4595776;0,2554447;36,15638;-2,228956;35,69893;-2,273087
1,559999;0,4643522;0,2560488;36,15154;-2,129073;35,68933;-2,17366
1,579999;0,4691235;0,2584184;36,14635;-2,029208;35,67962;-2,076519
1,599999;0,4736634;0,2595311;36,14079;-1,929363;35,66954;-1,977131
1,619999;0,4778424;0,2598162;36,13487;-1,829538;35,65947;-1,877724
1,639999;0,4816615;0,2599263;36,12859;-1,729736;35,64939;-1,778309
1,659999;0,485116;0,2598309;36,12195;-1,629956;35,63931;-1,678879
1,679999;0,4882063;0,2595545;36,11495;-1,530202;35,62923;-1,579437
1,699999;0,4909359;0,2591158;36,10758;-1,430474;35,61915;-1,479984
1,719999;0,4933046;0,2584962;36,09986;-1,330773;35,60907;-1,38052
1,739999;0,4957686;0,2602043;36,09177;-1,2311;35,59878;-1,283531
1,759999;0,4979057;0,2596383;36,08332;-1,131458;35,58821;-1,184116
1,779999;0,4996817;0,2587204;36,07451;-1,031847;35,57763;-1,08469
1,799999;0,5010932;0,2576044;36,06534;-0,932268;35,56706;-0,98526
1,819999;0,5021441;0,2563265;36,05581;-0,8327229;35,55648;-0,8858261
1,839998;0,502838;0,2548886;36,04593;-0,7332126;35,54591;-0,7863884
1,859998;0,5031757;0,2532761;36,03569;-0,633738;35,53534;-0,6869545
1,879998;0,5032606;0,2520547;36,0251;-0,5343003;35,52494;-0,5900803
1,899998;0,5034028;0,2524128;36,01416;-0,4349005;35,51386;-0,490696
1,919998;0,5031956;0,2505619;36,00287;-0,3355399;35,50278;-0,3913116
1,939998;0,5026385;0,2485333;35,99123;-0,2362193;35,49169;-0,2919235
1,959998;0,5017328;0,2463382;35,97925;-0,1369398;35,48061;-0,1925468
1,979998;0,5004851;0,2440037;35,96693;-0,03770199;35,46953;-0,09317017
1,999998;0,4988958;0,2415017;35,95427;0,06149322;35,45845;0,006198883
2,019998;0,4969685;0,2388477;35,94127;0,1606452;35,44736;0,1055641
2,039998;0,494899;0,237102;35,92795;0,2597532;35,43639;0,2023087
2,059998;0,4928372;0,2361094;35,9143;0,3588166;35,42479;0,301609
2,079998;0,4904444;0,2332585;35,90031;0,4578345;35,41319;0,4009056
2,099998;0,4877293;0,2302891;35,88601;0,5568063;35,40158;0,5001907
2,119998;0,4846875;0,2271346;35,87139;0,6557316;35,38998;0,5994682
2,139998;0,4813307;0,2238814;35,85646;0,75461;35,37838;0,6987343
2,159998;0,4776623;0,2204891;35,84121;0,8534412;35,36678;0,7979927
2,179998;0,4736865;0,216964;35,82566;0,9522251;35,35518;0,8972397
2,199998;0,46968;0,2148076;35,80982;1,050961;35,34362;0,9939041
2,219998;0,465645;0,2126473;35,79367;1,14965;35,33148;1,093082
2,239998;0,4613137;0,2090007;35,77724;1,24829;35,31934;1,192249
2,259998;0,4566901;0,2052271;35,76051;1,346881;35,30721;1,291405
2,279998;0,4517788;0,2013329;35,74351;1,445425;35,29507;1,390541
2,299998;0,4465865;0,1973317;35,72622;1,54392;35,28294;1,489666
2,319998;0,4411208;0,1932318;35,70867;1,642367;35,27081;1,588779
2,339998;0,4353864;0,1890214;35,69085;1,740766;35,25869;1,687874
2,359998;0,42978;0,1868578;35,67277;1,839118;35,24647;1,784534
2,379998;0,424073;0,1835012;35,65443;1,937422;35,23379;1,883564
2,399998;0,4181162;0,1792744;35,63584;2,035679;35,22111;1,982574
2,419998;0,4119089;0,174918;35,61701;2,13389;35,20844;2,081573
2,439998;0,4054549;0,1704573;35,59793;2,232054;35,19576;2,180561
2,459998;0,3987666;0,1659416;35,57863;2,330172;35,18309;2,27953
2,479998;0,3918478;0,1613299;35,55909;2,428245;35,17042;2,378479
2,499998;0,3846977;0,1565986;35,53934;2,526274;35,15775;2,477417
2,519998;0,3778901;0,1549069;35,51937;2,62426;35,14482;2,574097
2,539998;0,3708854;0,1504193;35,49918;2,722203;35,13158;2,67297
2,559998;0,3636766;0,1457942;35,4788;2,820102;35,11834;2,771828
2,579998;0,3562599;0,1410466;35,45821;2,91796;35,1051;2,87067
2,599998;0,3486513;0,1362822;35,43743;3,015777;35,09187;2,969494
2,619998;0,3408491;0,1314139;35,41647;3,113555;35,07863;3,06831
2,639998;0,3328666;0,1265205;35,39532;3,211293;35,0654;3,167107
2,659998;0,3247643;0,121871;35,374;3,308995;35,05238;3,263943
2,679998;0,3170372;0,119883;35,35252;3,40666;35,03855;3,362682
2,699998;0,3091409;0,1150886;35,33087;3,504288;35,02472;3,461407
2,719998;0,3010825;0,1102494;35,30907;3,601882;35,01089;3,56012
2,739998;0,2928741;0,1053951;35,28711;3,699443;34,99707;3,658817
2,759998;0,2845191;0,1004847;35,26501;3,79697;34,98325;3,757504
2,779998;0,2760216;0,09552294;35,24278;3,894467;34,96943;3,856178
2,799998;0,2673924;0,09055032;35,22041;3,991934;34,9556;3,954845
2,819998;0,2587775;0,08631441;35,19793;4,089373;34,94188;4,051872
2,839998;0,2505231;0,08398917;35,17532;4,186784;34,92744;4,150482
2,859998;0,2421568;0,07924694;35,1526;4,284169;34,913;4,249081
2,879997;0,2336746;0,0744265;35,12977;4,381529;34,89856;4,347672
2,899997;0,2250924;0,06963533;35,10684;4,478865;34,88412;4,446251
2,919997;0,2164137;0,064813;35,08382;4,576178;34,86969;4,544823
2,939997;0,2076467;0,05998852;35,06071;4,673471;34,85526;4,643383
2,959997;0,1987906;0,05511469;35,03752;4,770744;34,84082;4,74194
2,979997;0,1901336;0,0517819;35,01425;4,868;34,82631;4,839241
2,999997;0,1817712;0,04907328;34,99091;4,965238;34,81123;4,937744
3,019997;0,1733426;0,04452865;34,96751;5,06246;34,79616;5,036243
3,039997;0,1648527;0,03997648;34,94405;5,159668;34,78109;5,134735
3,059997;0,1563046;0,0354122;34,92053;5,256863;34,76602;5,233223
3,079997;0,1477064;0,03086191;34,89696;5,354046;34,75095;5,331707
3,099997;0,1390663;0,02633257;34,87335;5,45122;34,73589;5,430183
3,119997;0,1303902;0,02181467;34,84971;5,548384;34,72082;5,528664
3,139997;0,1221564;0,01990918;34,82603;5,645541;34,70541;5,626255
3,159997;0,1140948;0,01673945;34,80233;5,742692;34,68967;5,724674
3,179997;0,1060053;0,01255507;34,77861;5,839837;34,67393;5,823097
3,199997;0,09789999;0,008423439;34,75487;5,936977;34,6582;5,92152
3,219997;0,08977972;0,004288502;34,73111;6,034115;34,64246;6,019939
3,239997;0,08165919;0,0002269314;34,70736;6,131252;34,62672;6,118359
3,259997;0,07353865;-0,003833415;34,6836;6,228388;34,61098;6,216778
3,279997;0,06541833;-0,007892458;34,65984;6,325526;34,59525;6,315197
3,299997;0,05788646;-0,008716098;34,6361;6,422667;34,57901;6,413124
3,319997;0,05049606;-0,01170398;34,61237;6,51981;34,56256;6,511482
3,339997;0,0431239;-0,01529888;34,58865;6,616957;34,54612;6,609848
3,359997;0,03577507;-0,01885662;34,56496;6,714109;34,52967;6,708214
3,379997;0,02845046;-0,02239783;34,54129;6,811268;34,51323;6,806576
3,399997;0,02115595;-0,0258946;34,51765;6,908434;34,49678;6,904945
3,419997;0,0139005;-0,02932704;34,49405;7,005609;34,48034;7,003315
3,439997;0,00668363;-0,03274253;34,47049;7,102793;34,46389;7,101688
3,459997;0,000224191;-0,03218511;34,44697;7,199987;34,44675;7,199951
3,479997;-0,006168407;-0,03504721;34,42349;7,297193;34,42957;7,298252
3,499997;-0,01251215;-0,03797481;34,40007;7,39441;34,41239;7,396564
3,519997;-0,01880424;-0,04086259;34,37669;7,49164;34,39521;7,494873
3,539997;-0,02503587;-0,04367608;34,35337;7,588882;34,37803;7,593193
3,559997;-0,03121181;-0,04648562;34,33011;7,686139;34,36086;7,691509
3,579997;-0,03731877;-0,04919418;34,30691;7,783411;34,34367;7,789833
3,599997;-0,04318701;-0,05093476;34,28378;7,880699;34,32626;7,888458
3,619997;-0,04839492;-0,05023701;34,26072;7,978003;34,30832;7,986698
3,639997;-0,05353312;-0,05245757;34,23772;8,075323;34,29038;8,084942
3,659997;-0,05859683;-0,05461695;34,2148;8,172661;34,27244;8,183186
3,679997;-0,06358748;-0,05674701;34,19195;8,270016;34,2545;8,281437
3,699997;-0,06849295;-0,05877383;34,16918;8,367389;34,23656;8,379692
3,719997;-0,07332075;-0,06079937;34,14649;8,46478;34,21862;8,477951
3,739997;-0,07806317;-0,0627437;34,12388;8,56219;34,20067;8,576214
3,759997;-0,08229466;-0,06230479;34,10136;8,65962;34,18219;8,67506
3,779997;-0,08605422;-0,06182493;34,07892;8,757071;34,16344;8,773216
3,799997;-0,089727;-0,0632274;34,05656;8,85454;34,1447;8,871368
3,819997;-0,09331265;-0,06458459;34,03429;8,952029;34,12595;8,969536
3,839997;-0,09680384;-0,06585786;34,01212;9,049539;34,1072;9,067699
3,859997;-0,1002095;-0,06713285;33,99002;9,147068;34,08846;9,165867
3,879997;-0,1035181;-0,06830233;33,96803;9,244618;34,06971;9,264038
3,899997;-0,1067298;-0,06942321;33,94612;9,34219;34,05095;9,362213
3,919997;-0,1093087;-0,06754912;33,9243;9,439782;34,03149;9,461205
3,939996;-0,1114765;-0,06657738;33,90258;9,537395;34,0119;9,559246
3,959996;-0,1135497;-0,06714038;33,88095;9,635028;33,9923;9,657284
3,979996;-0,1155297;-0,0676652;33,85942;9,732681;33,97271;9,755325
3,999996;-0,117416;-0,06813931;33,83797;9,830355;33,95311;9,853367
4,019997;-0,1192055;-0,06855018;33,81662;9,928048;33,93351;9,951412
4,039997;-0,120898;-0,06891155;33,79536;10,02576;33,91391;10,04946
4,059997;-0,1224959;-0,06923759;33,7742;10,1235;33,89432;10,14751
4,079997;-0,123234;-0,06530754;33,75313;10,22125;33,87375;10,24648
4,099997;-0,1237526;-0,06446926;33,73215;10,31903;33,85328;10,34436
4,119997;-0,1241853;-0,06425595;33,71125;10,41682;33,83281;10,44224
4,139997;-0,1245251;-0,06396161;33,69045;10,51463;33,81234;10,54013
4,159997;-0,1247774;-0,06365011;33,66973;10,61246;33,79187;10,638
4,179996;-0,1249376;-0,06326997;33,6491;10,71031;33,77139;10,73589
4,199996;-0,1250148;-0,06289346;33,62856;10,80818;33,75092;10,83377
4,219996;-0,1248195;-0,06143324;33,6081;10,90606;33,73003;10,93277
4,239996;-0,1237763;-0,05667194;33,58772;11,00396;33,70863;11,03045
4,259996;-0,122652;-0,05570469;33,56742;11,10188;33,68724;11,12812
4,279996;-0,1214536;-0,05473458;33,5472;11,19982;33,66584;11,2258
4,299996;-0,1201762;-0,05370119;33,52706;11,29777;33,64445;11,32348
4,319996;-0,118824;-0,05265108;33,50698;11,39573;33,62306;11,42115
4,339996;-0,1173985;-0,05157156;33,48698;11,49371;33,60167;11,51883
4,359996;-0,1159027;-0,05047237;33,46705;11,5917;33,58027;11,6165
4,379996;-0,1139554;-0,04724144;33,44719;11,68971;33,55826;11,71522
4,399996;-0,1113067;-0,04240983;33,4274;11,78773;33,53588;11,81265
4,419996;-0,1086014;-0,04077384;33,40766;11,88577;33,51351;11,91007
4,439996;-0,1058386;-0,03910563;33,38798;11,98381;33,49113;12,0075
4,459996;-0,103024;-0,03743893;33,36835;12,08186;33,46876;12,10492
4,479996;-0,1001551;-0,03573306;33,34877;12,17993;33,44638;12,20235
4,499996;-0,09723458;-0,03401463;33,32924;12,278;33,42401;12,29977
4,519996;-0,09426743;-0,03229796;33,30976;12,37609;33,40164;12,39719
4,539996;-0,09068421;-0,02742602;33,29032;12,47418;33,37848;12,49542
4,559996;-0,08656782;-0,02270193;33,27092;12,57228;33,35508;12,59256
4,579996;-0,08242097;-0,02047622;33,25155;12,67039;33,33168;12,68969
4,599996;-0,07824122;-0,01822187;33,23221;12,7685;33,30827;12,78682
4,619996;-0,07403892;-0,01600792;33,21289;12,86662;33,28487;12,88396
4,639996;-0,0698171;-0,01379948;33,1936;12,96474;33,26147;12,98109
4,659996;-0,06557029;-0,01155105;33,17432;13,06286;33,23807;13,07822
4,679996;-0,06131345;-0,009372511;33,15506;13,16099;33,21467;13,17535
4,699996;-0,05612524;-0,002121589;33,13581;13,25912;33,19023;13,27286
4,719996;-0,05074759;0,001514487;33,11657;13,35725;33,16577;13,36968
4,739996;-0,04537287;0,004187189;33,09732;13,45538;33,14132;13,46649
4,759996;-0,04000665;0,006827753;33,07807;13,55351;33,11686;13,56331
4,779996;-0,0346464;0,009478057;33,05881;13,65164;33,0924;13,66012
4,799996;-0,02929985;0,01208284;33,03954;13,74976;33,06794;13,75694
4,819996;-0,0239725;0,01465053;33,02024;13,84788;33,04349;13,85375
4,839996;-0,01852329;0,01798441;33,00093;13,946;33,01886;13,95068
4,859996;-0,01241596;0,0243287;32,9816;14,04411;32,99361;14,04725
4,879996;-0,006344474;0,02718518;32,96223;14,14222;32,96837;14,14383
4,899996;-0,0003108586;0,03001266;32,94283;14,24032;32,94313;14,24039
4,919996;0,005681989;0,03280525;32,92338;14,33841;32,91788;14,33697
4,939996;0,01162716;0,03553943;32,90388;14,43649;32,89264;14,43355
4,959996;0,01752658;0,03826041;32,88435;14,53456;32,86739;14,53013
4,979996;0,0233734;0,04092081;32,86475;14,63262;32,84214;14,62671
4,999996;0,02944271;0,04506794;32,8451;14,73067;32,81667;14,72302
5,019996;0,0358943;0,05020511;32,82539;14,82871;32,79073;14,81938
5,039996;0,0422788;0,05306189;32,80561;14,92674;32,76479;14,91574
5,059996;0,04858759;0,05583776;32,78576;15,02475;32,73885;15,01212
5,079996;0,05481747;0,05855815;32,76583;15,12274;32,7129;15,10849
5,099996;0,06096476;0,06121883;32,74583;15,22072;32,68696;15,20487
5,119996;0,06702819;0,06383126;32,72573;15,31868;32,66101;15,30125
5,139996;0,07300481;0,06638554;32,70555;15,41662;32,63506;15,39764
5,159996;0,07931294;0,07119714;32,68528;15,51455;32,60885;15,49337
5,179996;0,08582114;0,07545159;32,66492;15,61245;32,58221;15,58954
5,199996;0,09222584;0,07813642;32,64445;15,71033;32,55557;15,68571
5,219995;0,09851864;0,08072332;32,62387;15,80819;32,52893;15,78189
5,239995;0,1046984;0,08324804;32,60318;15,90603;32,50229;15,87808
5,259995;0,1107621;0,0856994;32,58238;16,00384;32,47564;15,97427
5,279995;0,1167031;0,08805645;32,56146;16,10163;32,44899;16,07048
5,299995;0,1225255;0,09037505;32,54042;16,19939;32,42234;16,16668
5,319995;0,1287912;0,09572387;32,51926;16,29712;32,39539;16,26185
5,339995;0,1350702;0,09893038;32,49797;16,39483;32,36806;16,35784
5,359995;0,1412135;0,1013232;32,47654;16,49251;32,34072;16,45383
5,379995;0,1472142;0,1036105;32,45498;16,59015;32,31339;16,54984
5,399995;0,1530733;0,1058324;32,43327;16,68777;32,28605;16,64585
5,419995;0,1587846;0,1079487;32,41142;16,78535;32,25871;16,74187
5,439995;0,1643412;0,1099536;32,38942;16,8829;32,23136;16,83789
5,459995;0,1697515;0,1119271;32,36727;16,98042;32,20422;16,9332
5,479995;0,1757141;0,1176703;32,34497;17,0779;32,17632;17,02857
5,499995;0,1815138;0,1197556;32,32251;17,17535;32,1483;17,12439
5,519995;0,1871458;0,1217328;32,29988;17,27275;32,12027;17,22021
5,539995;0,1926063;0,1236057;32,2771;17,37012;32,09224;17,31605
5,559995;0,1979001;0,125419;32,25414;17,46745;32,0642;17,41189
5,579995;0,2030151;0,1270827;32,23101;17,56474;32,03616;17,50774
5,599995;0,2079519;0,1286596;32,20771;17,66199;32,00812;17,6036
5,619995;0,2128539;0,1309371;32,18423;17,75919;31,98037;17,69798
5,639995;0,2181413;0,135508;32,16058;17,85636;31,95166;17,79362
5,659995;0,2232393;0,1371094;32,13675;17,95347;31,92294;17,88928
5,679995;0,2281475;0,1386146;32,11272;18,05055;31,89421;17,98494
5,699995;0,2328639;0,1400141;32,08852;18,14757;31,86549;18,08061
5,719995;0,2373827;0,1412854;32,06412;18,24455;31,83676;18,17628
5,739995;0,2417065;0,1424721;32,03953;18,34148;31,80803;18,27197
5,759995;0,245828;0,1435217;32,01474;18,43836;31,7793;18,36766
5,779995;0,2500307;0,1460287;31,98977;18,53519;31,75081;18,46159
5,799995;0,254458;0,1493656;31,96459;18,63197;31,72141;18,55707
5,819995;0,2586741;0,1504179;31,93921;18,72869;31,692;18,65256
5,839995;0,2626843;0,151393;31,91363;18,82537;31,66259;18,74805
5,859995;0,2664802;0,1522196;31,88785;18,92199;31,63317;18,84355
5,879995;0,2700642;0,1529523;31,86186;19,01855;31,60376;18,93906
5,899995;0,2734352;0,1535726;31,83566;19,11506;31,57434;19,03458
5,919995;0,2765906;0,154072;31,80926;19,21151;31,54492;19,1301
5,939995;0,2799578;0,1568151;31,78265;19,3079;31,51568;19,22362
5,959995;0,283385;0,1588284;31,75583;19,40424;31,48559;19,31892
5,979995;0,2865889;0,1593139;31,7288;19,50051;31,4555;19,41423
5,999995;0,2895719;0,159701;31,70155;19,59673;31,42541;19,50956
6,019995;0,2923309;0,1599602;31,67408;19,69289;31,39532;19,60488
6,039995;0,2948653;0,1601047;31,64641;19,78898;31,36522;19,70021
6,059995;0,2971764;0,1601437;31,61851;19,88501;31,33512;19,79554
6,079995;0,2992654;0,1600775;31,59041;19,98098;31,30502;19,89088
6,099995;0,3016944;0,1629924;31,56208;20,07689;31,27503;19,98404
6,119995;0,3040314;0,1637006;31,53354;20,17273;31,24427;20,07917
6,139995;0,3061431;0,1636304;31,50479;20,2685;31,2135;20,17429
6,159995;0,308022;0,1634054;31,47581;20,36421;31,18273;20,26942
6,179995;0,3096769;0,1631128;31,44661;20,45985;31,15196;20,36456
6,199995;0,3111036;0,1626856;31,4172;20,55543;31,12119;20,45969
6,219995;0,3123004;0,1621339;31,38757;20,65094;31,09042;20,55483
6,239995;0,3132777;0,1615255;31,35772;20,74638;31,06009;20,64863
6,259995;0,3147209;0,1645762;31,32766;20,84176;31,02889;20,74282
6,279994;0,3159334;0,1640294;31,29738;20,93706;30,99746;20,83775
6,299994;0,3169202;0,163394;31,26688;21,0323;30,96603;20,93267
6,319994;0,3176771;0,1626228;31,23616;21,12746;30,93459;21,0276
6,339994;0,3182034;0,1617332;31,20523;21,22256;30,90316;21,12253
6,359994;0,3185069;0,1607713;31,17408;21,31758;30,87172;21,21746
6,379994;0,3185872;0,1596947;31,14272;21,41254;30,84029;21,31239
6,399994;0,3185883;0,1593001;31,11115;21,50742;30,80942;21,40517
6,419994;0,318918;0,1611072;31,07937;21,60224;30,77732;21,49989
6,439994;0,3190207;0,1600237;31,04737;21,69698;30,74523;21,5946
6,459994;0,3189025;0,1588603;31,01517;21,79165;30,71313;21,6893
6,479994;0,3185591;0,1575628;30,98275;21,88625;30,68104;21,78402
6,499994;0,3179973;0,1561895;30,95012;21,98078;30,64895;21,87872
6,519994;0,3172175;0,15471;30,91729;22,07524;30,61685;21,97343
6,539994;0,3162224;0,1531354;30,88426;22,16962;30,58476;22,06813
6,559994;0,3152954;0,1530127;30,85102;22,26394;30,55311;22,16069
6,579994;0,3145634;0,1536218;30,81758;22,35818;30,52036;22,25517
6,599994;0,3136165;0,1520737;30,78394;22,45235;30,48761;22,34965
6,619994;0,312456;0,1504253;30,7501;22,54645;30,45487;22,44413
6,639994;0,3110865;0,148696;30,71606;22,64048;30,42212;22,53861
6,659994;0,3095089;0,1468662;30,68183;22,73444;30,38938;22,63308
6,679994;0,3077278;0,1449583;30,6474;22,82833;30,35664;22,72755
6,699994;0,3057426;0,1429456;30,61278;22,92214;30,3239;22,82202
6,719994;0,3039801;0,1431775;30,57798;23,01589;30,29145;22,91437
6,739994;0,3022834;0,1426582;30,54299;23,10957;30,25806;23,00861
6,759994;0,3003911;0,1407339;30,50781;23,20318;30,22467;23,10286
6,779994;0,2982983;0,1386851;30,47245;23,29671;30,19128;23,19709
6,799994;0,2960135;0,1365831;30,43691;23,39019;30,15789;23,29133
6,819994;0,2935375;0,1343886;30,40119;23,48359;30,12451;23,38556
6,839994;0,2908736;0,1321172;30,36529;23,57693;30,09112;23,47978
6,859994;0,288025;0,1297694;30,32923;23,67019;30,05774;23,57401
6,879994;0,285559;0,1304498;30,29299;23,7634;30,02449;23,66619
6,899994;0,2830354;0,1288994;30,25658;23,85654;29,99045;23,76019
6,919994;0,28033;0,1266383;30,22001;23,94961;29,95642;23,85418
6,939994;0,2774478;0,1243125;30,18327;24,04261;29,9224;23,94816
6,959994;0,2743902;0,1219072;30,14637;24,13556;29,88837;24,04215
6,979994;0,2711643;0,1194527;30,10932;24,22844;29,85435;24,13613
6,999994;0,2677733;0,1169315;30,0721;24,32125;29,82032;24,23009
7,019994;0,2642284;0,11439;30,03474;24,41401;29,78691;24,32236
7,039994;0,2611988;0,1154515;29,99723;24,50671;29,75224;24,41611
7,059994;0,258004;0,113028;29,95956;24,59935;29,71758;24,50986
7,079994;0,2546535;0,1105738;29,92176;24,69192;29,68291;24,6036
7,099994;0,2511496;0,1080555;29,88381;24,78444;29,64825;24,69733
7,119994;0,2474963;0,1054815;29,84572;24,8769;29,61359;24,79105
7,139994;0,2436922;0,1028256;29,80749;24,96931;29,57893;24,88478
7,159994;0,2397436;0,1001287;29,76913;25,06166;29,54427;24,97851
7,179994;0,2358093;0,09823308;29,73064;25,15396;29,51003;25,07066
7,199994;0,2322667;0,0984204;29,69203;25,2462;29,47473;25,16416
7,219994;0,2285856;0,09588748;29,65329;25,33839;29,43944;25,25764
7,239994;0,2247711;0,09331311;29,61442;25,43053;29,40414;25,35114
7,259994;0,2208284;0,09070072;29,57544;25,52262;29,36884;25,44461
7,279994;0,2167566;0,08801897;29,53634;25,61465;29,33355;25,53809
